x.study9,y.study9
-0.656866217,0.407516584
-0.465692254,-0.179582521
0.605893415,1.163442932
-0.039519537,-0.292436479
-0.945056503,0.901780819
-1.511984611,-0.86515492
0.559297163,2.351852558
-1.04396345,-1.865237276
0.497012072,-0.093463618
0.073070916,0.424026007
0.721771015,0.464751683
1.094171501,2.77091149
-1.423294389,0.001099816
1.022303658,1.727340201
0.687815079,1.850231002
-0.30745489,0.706739806
-0.019749056,1.670616295
0.488398386,1.453243438
0.66050081,1.823024947
-1.714043327,-1.523598125
1.458856981,0.569978385
-1.407895483,-2.159295956
-2.081164119,-0.398789027
0.954239386,2.756263007
-1.511592254,-0.948252826
-0.224143134,0.912809859
-1.346528896,0.530663584
-1.794584309,0.175612174
-0.442113996,0.20080055
0.647112024,0.497858152
0.31589938,0.269458661
-0.642473816,0.404838666
-0.015757047,2.011488725
-0.098695147,-0.127812765
-0.023524489,0.58495165
-0.446038295,0.582323981
0.360949903,1.725253639
-1.082702511,-0.038357505
0.377517396,1.581785244
-0.339407704,-0.959439529
-0.335598592,1.257660437
0.705804094,1.251178402
-0.427571822,-0.603312634
-0.985350252,-2.096775896
-1.203038342,-0.220697737
0.669032743,1.799298669
-2.333287377,0.110556007
-0.416915574,0.133541657
0.181456388,0.875606893
-1.374960408,0.235162421
0.006962959,-0.027745162
0.670240019,1.185790051
-1.824428587,0.040205702
-0.887213959,-0.446941191
1.762262444,2.135525472
-0.654624421,0.692208766
-0.96609446,0.768099369
-0.857718562,0.999921054
-0.4343194,0.899247901
0.185919886,1.129577823
-0.703667267,0.263276594
0.201719599,1.286297656
0.701952747,-0.116999092
0.336181512,1.572892832
0.749825701,0.649326111
-0.800882335,2.651773384
-0.122741393,0.056158256
0.664288592,-1.760321934
0.054957883,2.124063917
0.212695034,0.245406877
0.05086068,1.342585044
0.182916851,1.052146241
-0.024672928,1.803153558
-1.099390998,-0.717121552
0.173999331,-0.367919886
-0.455366722,1.54335709
1.435778862,0.719936457
-0.52959017,-1.092003447
0.152151396,1.586266092
-1.973261324,-0.181048345
-0.658878761,2.657848948
-0.828452649,0.645490053
1.231703543,1.171349243
-0.151085951,0.009860037
0.144956275,2.488689931
0.300296912,-0.318197233
-0.531111479,1.057908772
0.300715142,1.458664757
1.506624041,1.160570095
0.61699271,2.631996998
0.714400058,0.412876543
-0.834522826,0.279700917
0.179047539,1.211747798
0.293346437,3.215637609
-0.65510163,0.996575804
0.117420548,2.519565392
1.97352809,1.384355129
-0.974533232,-1.507261611
0.552947651,1.944127321
-1.07382113,-1.431849413
0.351996769,-0.413881051
-1.041824776,0.820628991
0.590351152,1.023164616
-1.268439899,0.966256697
0.020477665,2.165497903
1.341316259,2.519197934
-0.222474087,0.980965911
-0.106397594,1.213476667
1.404190312,1.799094911
2.036296553,3.874705215
2.483105113,2.615027868
-0.393625324,1.316656734
-1.055136591,-0.735783291
0.651154342,1.157901319
0.435595444,-1.01739624
1.285208234,1.702989106
0.150213368,-0.68111631
0.160819359,0.680510241
1.513758634,1.49882483
0.16199077,1.786092334
0.682235127,0.496933901
0.484517545,0.346888072
-0.04447192,-1.277254464
-0.534811163,1.059520602
-0.337547844,1.626925304
-1.948526968,-0.334819257
1.278455016,3.039449265
-1.595110829,-0.408260059
-0.590700483,-0.590255544
-0.370331046,0.750542598
1.205528357,2.191396034
0.057850704,-0.739884992
0.944225289,-0.318137529
-0.294231849,0.607180919
1.671368448,2.344179954
0.486997818,-1.331847458
0.547294217,-0.655052936
0.877530984,1.578939561
-1.482232253,0.929193831
-0.010524012,0.333859852
0.214424249,2.045510743
-0.766729248,-0.284075271
0.01217052,0.560917211
-0.721340331,1.700266242
0.21974743,0.766701693
-1.784828223,-0.034022886
0.284409589,-0.012773711
-0.636273494,0.45733165
0.939339897,0.669815329
-1.973110498,-1.915186873
0.042513309,-0.225626846
-0.220909642,0.360820759
0.940523613,1.478539781
-1.580011109,1.074638702
-0.548731015,0.470888779
0.711861517,1.031433606
0.612873623,2.199725259
0.356334108,3.346053998
0.288570307,0.804178717
-1.668541714,1.155110529
0.851062197,1.739142994
0.215776063,0.769847202
-1.814707085,-1.989981768
-0.17345133,-0.342619511
0.953767761,0.767432084
0.703787584,0.043258811
-0.63128495,-0.768563019
0.907591768,0.879045986
-0.396963326,1.459705693
0.381958965,0.026636027
0.928532701,1.424713743
0.390576089,0.749164397
-0.652702549,1.17565427
0.819982367,1.270142831
1.477430086,1.542514554
-0.929196434,-0.326566347
-0.182194333,1.512116769
1.003658472,2.498646242
-0.851991888,0.310852359
-1.719375803,3.232486857
-0.494699035,0.455850386
1.066489777,4.327893253
-1.361847633,-0.049862951
-0.248303831,-0.985789096
0.961930078,-0.094866281
0.046927454,-0.124084224
0.566919054,2.5421837
1.62398016,3.52917112
0.900771211,1.684848982
0.591190651,1.387981323
0.490986408,0.478214081
-1.158416604,-0.514355782
0.839196893,0.526926602
0.542106622,0.177252208
0.403620734,0.420339584
0.057200344,0.130573037
-1.271047883,0.646774594
0.153593752,1.579961178
1.254956095,3.144876823
-0.61171296,-2.046617902
-1.800849247,0.430274434
1.83802787,1.681099622
-0.564277937,0.158419263
1.140356601,-0.184297628
0.62405347,1.06801306
1.6577361,1.076802826
-0.042090585,1.052848641
-0.300444528,-0.555292747
1.732257979,5.358900802
2.156529823,1.488062111
0.31851888,0.625620994
0.169847046,-0.41007099
0.742349498,0.85404522
-0.67253669,2.507484102
0.497826152,0.632621872
-0.989612002,0.841980441
-0.297479614,-0.380715584
0.794883534,2.75300615
-0.76295341,0.799782888
0.850860624,0.53618881
0.50217906,1.252721326
1.433742536,1.290073611
2.165662989,2.786842227
-0.575375758,-0.389951246
0.390638833,1.415411978
1.558663781,3.357317126
0.199045428,2.098712515
-0.653813001,0.687023424
-0.997570805,0.562087163
1.400444303,2.072906661
2.599491706,3.568930017
-1.047300283,0.593509965
0.110537304,1.390108806
-1.568069146,0.648476204
0.069671206,0.988211418
-0.307179865,1.27445452
-0.012053286,0.771773726
2.894854391,3.964366341
-1.398680478,-0.357781048
0.432113402,1.171820326
1.832657717,2.027593888
-0.611022543,-0.671821457
-0.819342713,1.50477985
0.04830946,-0.414257729
1.30055137,2.880882238
-0.34312484,-0.533091196
-1.025791271,-0.765535532
0.070548542,1.621810244
-2.017819268,-0.21001156
-1.475455121,-1.802334299
