x.study3,y.study3
-0.895947823,-0.958621158
-2.070751071,0.154308003
0.150120131,0.25238551
-0.079211709,-0.871324244
-0.097369268,0.498559564
0.216152542,-1.45693649
0.882465164,-3.052924519
0.205597504,0.326347275
-0.616435843,0.859587261
-0.734799252,-0.241320332
-0.131802793,0.426142888
0.310016987,-1.312153169
-1.039680353,-0.013780707
-0.184308869,-2.009554949
0.96726726,0.926545454
-0.108280091,1.777515925
-0.698420668,1.110632519
-0.275945168,-0.077694554
1.114648545,-0.307073915
0.550043961,-1.710736284
1.2366758,0.501640487
0.139097857,-0.337852787
0.410275096,-0.829381821
-0.558456912,-1.405203374
0.605370669,-0.502882389
-0.506333542,-0.853085983
-1.420565505,-0.191145504
0.127992966,-1.342776349
1.945851218,1.326360095
0.80091434,-0.247768875
1.16525339,0.794890339
0.358855723,-2.765988956
-0.608557178,-0.435821476
-0.202240855,-0.740090322
-0.273248107,-1.273800374
-0.46869978,1.534836658
0.704167284,-1.633113483
-1.197363502,0.469181926
0.866366132,0.605507401
0.864152486,-0.062432301
-1.198622359,-0.724160052
0.639491998,0.732909931
2.430226652,-0.225734744
-0.557215482,-1.056935414
0.844904241,-1.625997041
-0.782201846,2.141641824
1.110711418,-0.951750346
0.24982472,-2.001720028
1.651915392,0.199029881
-1.458970729,0.525845406
-0.051297886,-1.446801634
-0.526925176,-1.942712176
-0.197264869,-0.181863549
-0.629578743,1.161238247
-0.833843581,0.702505243
0.578722375,-0.692005807
-1.087580714,-0.709583001
1.484030932,-0.045808343
-1.186206585,0.305456324
0.101079151,0.50926812
0.532989287,-0.587830708
0.586735339,0.699063685
-0.301746664,-0.876102983
0.079501995,-0.447167944
0.961264152,0.486980353
-1.456465917,1.204949911
-0.781739712,-1.883682237
0.320402314,-0.05076855
-0.444781978,0.592119272
1.370003994,-1.755110856
0.673253863,0.267344991
0.072166752,-0.943493472
-1.507757318,1.248334519
0.026100225,0.431413767
-0.316415868,0.726650259
