x.study5,y.study5
1.116136615,0.199996269
1.03654801,1.418256736
-0.162483132,0.054420512
-0.975926693,-0.401504855
-1.089145191,0.21047323
0.457786958,-1.217072775
-0.071126734,-0.895713113
1.779102667,0.62183462
0.53513796,-0.359071847
-0.371944875,-0.134520719
-1.025542248,-0.184337391
-0.582401675,-0.722007572
0.342888393,-2.057731609
-0.450934647,0.278866654
0.51423012,0.734158888
-0.334338052,-1.356475819
-0.105559909,1.421312077
-0.730509673,0.313163707
1.905043585,1.472222336
0.332621731,-0.996851125
0.23063364,0.121104087
-1.691862415,-0.143704788
0.6597919,0.752212739
-1.023623589,-0.64501057
-0.891521574,-0.081157265
0.918341171,-1.771997426
-0.452700647,-0.847617036
-1.74837228,0.084706464
1.76990411,-0.596112631
-2.377406925,-0.033713189
0.57281153,-0.491055397
1.017249249,0.623418703
-0.630967867,1.096687787
0.444287051,-0.854911463
0.439130388,-0.339798594
1.040623153,1.458656568
0.484099388,-2.228562871
-0.244883779,-0.385358084
0.915992058,2.071139644
0.800622357,2.189309675
-0.936569034,0.086070675
-1.400787434,-0.921634282
0.16027754,0.116001868
-0.273962375,-0.719074491
-0.985539113,1.383010223
0.08393068,-0.859707278
-1.319996526,0.311795448
0.161226351,0.570443531
-0.624928388,-0.829280273
0.957164274,0.86197467
2.424489141,-0.528989357
-0.915979244,0.559455792
1.057664171,1.117331961
0.825149728,-0.990511016
-0.070194224,1.048211393
-0.453646374,-0.559542995
1.575307707,0.377121827
-2.005457818,0.179194116
-0.643194792,-0.49905187
-1.436843444,0.211581441
1.395313439,-1.17105124
-0.190703433,-0.200070891
-0.524671199,0.75484046
3.184044474,-1.797272377
-0.050037268,-1.54693183
-0.443749312,-1.231792993
0.29986525,-1.630763336
-1.568424621,0.369201763
0.490302643,-1.022127863
-0.096163201,-2.225297668
0.468525123,-0.668303309
-0.982370636,-0.460493029
-1.022983842,0.787622744
-0.693414663,-1.175740685
-0.767989573,1.089378146
1.299049967,0.446019687
1.579145562,0.445640144
-0.156891953,-0.915381843
-0.358936561,1.885375438
-0.32903883,-0.231910941
0.069236478,-1.87880809
0.096904234,-0.256464917
0.290034388,-1.976703474
-0.746678941,-0.3824769
-0.846896389,-0.493698265
1.197077664,0.717666144
-0.548627361,0.93829592
0.303045695,-0.76758788
