x.study7,y.study7
-0.989532202,0.357951979
-0.052799402,0.139486801
0.823610903,0.080983759
-0.255509103,0.038927346
-0.220684347,0.157354937
0.307726791,1.975231924
-0.060013253,-0.685811878
-0.55565289,-0.700093237
-0.138615019,1.873689515
1.882839792,3.860211468
0.87366868,2.700298214
-0.914597073,1.039552554
-1.244917622,-0.879704442
-0.359982241,-0.472694659
1.328774701,2.549914657
0.292679118,1.957448569
-0.701505237,2.079132013
0.882234568,-0.41894124
-0.133370389,0.665246383
-1.120678499,-0.25296041
0.461192454,1.035532336
1.52414281,0.621906746
0.434468298,1.801618166
0.192000371,0.002845938
-0.656243128,0.231368866
0.568398531,2.116793498
-1.070570535,0.44639234
-1.653149024,-3.239398928
-0.043352768,1.583534545
-0.034593506,-0.244584033
2.365055532,1.6086842
-1.216347308,0.271299986
0.170906323,1.903490142
0.805053094,1.222272104
1.050592844,2.478955965
-0.010724485,-0.319100831
-0.743256141,-0.541213101
-0.065784052,0.380849514
1.939755992,2.269741931
0.482739008,1.848334954
-2.044477073,-0.74540122
1.423459129,1.629465586
0.540502661,1.145788789
-0.033571772,2.150390763
-0.017863621,0.203571459
-0.14978972,-2.232209084
0.256559481,1.371017914
-0.503866933,-0.961648957
0.277011252,-0.11786887
-0.931356025,0.775890349
0.200146875,3.239447961
1.106837421,0.736416589
0.509206114,2.174757182
1.033749676,1.608152014
-1.090868762,-0.724136166
0.054792784,1.842062661
0.617250303,1.476507034
-1.068004868,-1.685348241
1.565814337,1.747895504
-1.034808011,-0.101610176
0.164518709,-1.586212966
0.15183233,1.830069639
0.121670302,-0.867887699
-0.210424584,0.318811353
0.449936787,0.887146513
-1.031164492,0.510386769
-1.289364188,-0.958517584
-0.654568638,-0.170340524
-0.057324104,1.18298518
1.25674782,1.097752278
1.58745414,2.04231427
0.319481463,2.107094921
0.381591623,1.683826831
-0.243644884,-1.019959432
0.048053084,1.249732346
-1.404545861,-2.691509171
0.289933729,0.297253999
-0.535553582,1.094636565
0.334678773,-1.304136517
-0.345981339,-1.652083638
-0.661615735,1.019776303
-0.219111377,-0.528704129
-0.366904911,1.344110815
1.094578208,1.595620678
0.209208082,1.229798609
0.432491426,1.871170848
-1.240853586,-1.729146789
1.49682171,1.849677331
0.159370441,0.328590412
-0.856281403,2.273595192
0.309046645,1.043687552
0.87043403,2.006498159
-1.383677138,-1.624319871
1.69010697,2.08971594
-0.158030705,1.740436181
1.121170781,1.451695253
0.072261319,0.660788854
-0.332422845,0.521040024
-1.834920047,-2.389085418
-1.100172219,1.080088593
-0.0413403,-0.924229247
0.827852545,3.500242195
-1.881678654,-2.380868178
1.375441112,3.396648724
1.398990464,0.062819748
-1.143316256,0.016466931
0.472300562,1.978999893
-1.033639213,-2.057338084
-0.125199979,-0.366288725
0.928662739,1.787886586
0.868339648,2.675339824
-0.849174604,-1.298843882
-0.386636454,-0.148809877
-0.976163571,0.864798518
0.33954366,-0.174877953
-1.559075164,-0.593324112
-2.629325442,-2.783815369
1.469812282,1.023151428
2.273472913,2.157815564
-0.45503354,0.771087911
0.761102487,1.667105085
-0.007502784,1.970206316
1.4743138,1.531408109
