x.study2,y.study2
0.543194059,0.591002284
-0.414339948,0.042218937
-0.476246895,-2.396333829
-0.788602838,2.614261235
-0.594617267,-0.146259699
1.650907467,0.989637533
-0.054028125,0.384682714
0.119245236,1.154282402
0.24368743,0.96131212
1.232475878,0.063823081
-0.516063831,0.444139628
-0.99250715,-0.918317902
1.675696932,1.199391351
-0.441163217,-0.388264654
-0.72306597,2.464921296
-1.236273119,-1.64091984
-1.284715722,-0.456992625
-0.573973479,0.886221266
0.617985817,0.699142022
1.109848139,-0.333755913
0.707588354,-0.796219431
-0.363657297,0.224485019
0.059749937,0.108770314
-0.704596464,-1.740601113
-0.717218162,0.083182896
0.884650499,0.414407306
-1.015592579,0.200125928
1.955293965,-0.665740705
-0.090319594,0.583261306
0.214538827,1.518886969
-0.738527705,0.503110439
-0.57438869,-1.074783448
-1.317016132,-0.430697281
-0.182925388,0.443764504
0.418982405,-0.482733428
0.324304344,-2.004619919
-0.781536487,0.927623307
-0.788621971,-0.786676062
-0.502198718,-0.506343433
1.49606067,1.817672884
-1.137303621,-0.757368566
-0.179051594,0.943782707
1.902361822,-0.880468342
-0.100974885,-0.24851825
-1.359840704,-0.071267318
-0.664769435,-1.115628591
0.485459979,-0.462332962
-0.375602872,0.050039497
-0.561876364,0.732599852
-0.343917234,-1.568662331
0.090496647,-0.223315871
1.598508771,1.086412304
-0.088565112,-0.431499007
1.080799496,0.478852471
0.630754116,0.682867795
-0.113639896,0.37255202
-1.532902003,0.645422699
-0.521117318,-0.057188973
-0.489870453,-0.345347301
0.047154433,-2.52143881
1.300198678,0.190771065
2.293078974,0.879592065
1.547581059,0.857291063
-0.133150964,-0.452564592
-1.756527396,1.760067379
-0.388779864,0.364066425
0.089207223,0.252612657
0.845013004,1.491066174
0.962527968,-0.48357085
0.684309429,-0.25280428
-1.39527435,2.397586979
0.849643046,0.230554031
-0.446557216,1.70584601
0.1748027,-1.30269162
0.074551177,-0.065825228
0.428166765,0.543846824
0.024674983,0.419321095
-1.667475098,-1.020652284
0.736495965,0.223604639
0.386026568,-0.917070802
-0.265651625,0.802149216
0.118144511,1.214262346
0.134038645,-2.093736149
0.221019469,1.376749503
1.640846166,-0.904227648
-0.219050379,0.548814715
0.168065384,0.794959603
1.168383873,0.064312902
1.054181023,-0.397344843
1.14526311,0.426161551
-0.577468001,0.499354092
2.00248273,1.28073659
0.066700871,-1.928502275
1.866851845,-1.262191485
-1.350902686,1.433241054
0.020983586,1.16551437
1.249914571,0.711490249
-0.715242187,0.763973999
-0.752688968,0.962889197
-0.938538704,-2.629808342
-1.052513279,1.13300855
-0.437159533,-0.411845058
0.331179173,0.384452661
-2.014210498,-0.325890005
0.211980433,1.011990351
1.236675046,-0.074234656
2.037574018,0.922051904
1.301175992,-0.106826081
0.756774764,-0.885770665
-1.726730399,1.192024274
-0.601506708,0.799341408
-0.352046457,1.805372768
0.703523903,0.265185438
-0.105671334,1.230541556
-1.258648628,1.984090584
1.684435708,0.062409687
0.911391292,-1.09511658
0.237430272,-0.09641737
1.21810861,0.057452891
-1.338774287,0.155269818
0.660820298,1.906803361
-0.522912376,-0.260784615
0.683745522,0.570465899
-0.060821955,-0.117480345
0.632960713,0.211372136
1.335517615,0.603095705
0.00729009,1.445631393
1.017558637,0.363909803
-1.188434035,0.726143661
-0.72160444,0.827128801
1.519217711,1.23218428
0.377387973,-0.415077339
-2.05222282,1.594670227
-1.364037452,-0.37892537
-0.200781016,-0.009915745
0.865779404,1.625660486
-0.101883256,1.400014128
0.624187472,-0.900191496
0.959005378,-0.63866482
1.671054829,-1.016365837
0.056016733,0.304519027
-0.051981906,0.27597199
-1.753237359,0.344837725
0.099327594,0.679567147
-0.571850058,-0.540865298
-0.974009583,-0.965239561
-0.179906231,1.124750075
1.014943173,0.993284666
-1.992748489,-1.539042501
-0.427279287,-0.021092368
